"Temperature"	"Pressure"	"Humidity"	"CO2.Concentration"	"Luminosity"	"UV.Intensity"	"UV.Index"	"Latitude"	"Longitude"	"Speed"	"Altitude"	"GNSS.Time"	"GNSS.Date"	"Date"	"Time"	"H"	"D"	"M"	"Y"	"m"	"DateTime"
21,95	NA	96,02	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	10H 29M 40S	10	27	12	2024	29	2024-12-27 10:29:40
23,22	92,78	98,87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	10H 59M 25S	10	27	12	2024	59	2024-12-27 10:59:25
23,22	92,78	98,87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	10H 59M 25S	10	27	12	2024	59	2024-12-27 10:59:25
22,91	NA	95,49	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	10H 59M 40S	10	27	12	2024	59	2024-12-27 10:59:40
22,91	NA	95,49	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	10H 59M 40S	10	27	12	2024	59	2024-12-27 10:59:40
23,36	92,78	98,86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 29M 24S	11	27	12	2024	29	2024-12-27 11:29:24
23,36	92,78	98,86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 29M 24S	11	27	12	2024	29	2024-12-27 11:29:24
23,36	92,78	98,86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 29M 24S	11	27	12	2024	29	2024-12-27 11:29:24
NA	NA	NA	NA	38	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-27	11H 29M 32S	11	27	12	2024	29	2024-12-27 11:29:32
NA	NA	NA	NA	38	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-27	11H 29M 32S	11	27	12	2024	29	2024-12-27 11:29:32
22,97	NA	95,49	305	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 29M 40S	11	27	12	2024	29	2024-12-27 11:29:40
22,97	NA	95,49	305	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 29M 40S	11	27	12	2024	29	2024-12-27 11:29:40
22,97	NA	95,49	305	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 29M 40S	11	27	12	2024	29	2024-12-27 11:29:40
23,21	92,76	99,14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 24S	11	27	12	2024	59	2024-12-27 11:59:24
23,21	92,76	99,14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 24S	11	27	12	2024	59	2024-12-27 11:59:24
23,21	92,76	99,14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 24S	11	27	12	2024	59	2024-12-27 11:59:24
NA	NA	NA	NA	60	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 32S	11	27	12	2024	59	2024-12-27 11:59:32
NA	NA	NA	NA	60	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 32S	11	27	12	2024	59	2024-12-27 11:59:32
NA	NA	NA	NA	60	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 32S	11	27	12	2024	59	2024-12-27 11:59:32
22,89	NA	95,87	301	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 40S	11	27	12	2024	59	2024-12-27 11:59:40
22,89	NA	95,87	301	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 40S	11	27	12	2024	59	2024-12-27 11:59:40
22,89	NA	95,87	301	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	11H 59M 40S	11	27	12	2024	59	2024-12-27 11:59:40
24,24	92,74	98,79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 29M 24S	12	27	12	2024	29	2024-12-27 12:29:24
24,24	92,74	98,79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 29M 24S	12	27	12	2024	29	2024-12-27 12:29:24
NA	NA	NA	NA	0	92	98,79	NA	NA	NA	NA	NA	NA	2024-12-27	12H 29M 32S	12	27	12	2024	29	2024-12-27 12:29:32
NA	NA	NA	NA	0	92	98,79	NA	NA	NA	NA	NA	NA	2024-12-27	12H 29M 32S	12	27	12	2024	29	2024-12-27 12:29:32
23,8	NA	95,46	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 29M 40S	12	27	12	2024	29	2024-12-27 12:29:40
23,8	NA	95,46	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 29M 40S	12	27	12	2024	29	2024-12-27 12:29:40
24,21	92,72	98,88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 24S	12	27	12	2024	59	2024-12-27 12:59:24
24,21	92,72	98,88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 24S	12	27	12	2024	59	2024-12-27 12:59:24
24,21	92,72	98,88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 24S	12	27	12	2024	59	2024-12-27 12:59:24
NA	NA	NA	NA	48	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 32S	12	27	12	2024	59	2024-12-27 12:59:32
NA	NA	NA	NA	48	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 32S	12	27	12	2024	59	2024-12-27 12:59:32
NA	NA	NA	NA	48	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 32S	12	27	12	2024	59	2024-12-27 12:59:32
23,63	NA	95,29	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 39S	12	27	12	2024	59	2024-12-27 12:59:39
23,63	NA	95,29	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 39S	12	27	12	2024	59	2024-12-27 12:59:39
23,63	NA	95,29	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	12H 59M 39S	12	27	12	2024	59	2024-12-27 12:59:39
24,71	92,71	99,26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 24S	13	27	12	2024	29	2024-12-27 13:29:24
24,71	92,71	99,26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 24S	13	27	12	2024	29	2024-12-27 13:29:24
24,71	92,71	99,26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 24S	13	27	12	2024	29	2024-12-27 13:29:24
NA	NA	NA	NA	0	92	99,26	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 32S	13	27	12	2024	29	2024-12-27 13:29:32
NA	NA	NA	NA	0	92	99,26	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 32S	13	27	12	2024	29	2024-12-27 13:29:32
NA	NA	NA	NA	0	92	99,26	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 32S	13	27	12	2024	29	2024-12-27 13:29:32
24,21	NA	95,52	292	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 39S	13	27	12	2024	29	2024-12-27 13:29:39
24,21	NA	95,52	292	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 39S	13	27	12	2024	29	2024-12-27 13:29:39
24,21	NA	95,52	292	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	13H 29M 39S	13	27	12	2024	29	2024-12-27 13:29:39
NA	NA	NA	NA	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	13H 59M 31S	13	27	12	2024	59	2024-12-27 13:59:31
NA	NA	NA	NA	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	13H 59M 31S	13	27	12	2024	59	2024-12-27 13:59:31
NA	NA	NA	NA	18	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	13H 59M 31S	13	27	12	2024	59	2024-12-27 13:59:31
NA	NA	NA	NA	0	92	98,68	NA	NA	NA	NA	NA	NA	2024-12-27	14H 29M 31S	14	27	12	2024	29	2024-12-27 14:29:31
NA	NA	NA	NA	0	92	98,68	NA	NA	NA	NA	NA	NA	2024-12-27	14H 29M 31S	14	27	12	2024	29	2024-12-27 14:29:31
NA	NA	NA	NA	0	92	98,68	NA	NA	NA	NA	NA	NA	2024-12-27	14H 29M 31S	14	27	12	2024	29	2024-12-27 14:29:31
24,79	92,63	99,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	14H 59M 23S	14	27	12	2024	59	2024-12-27 14:59:23
24,79	92,63	99,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	14H 59M 23S	14	27	12	2024	59	2024-12-27 14:59:23
24,79	92,63	99,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	14H 59M 23S	14	27	12	2024	59	2024-12-27 14:59:23
24,27	NA	96	284	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	14H 59M 39S	14	27	12	2024	59	2024-12-27 14:59:39
24,27	NA	96	284	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	14H 59M 39S	14	27	12	2024	59	2024-12-27 14:59:39
24,27	NA	96	284	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	14H 59M 39S	14	27	12	2024	59	2024-12-27 14:59:39
23,72	92,64	99,29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 29M 23S	15	27	12	2024	29	2024-12-27 15:29:23
23,72	92,64	99,29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 29M 23S	15	27	12	2024	29	2024-12-27 15:29:23
23,72	92,64	99,29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 29M 23S	15	27	12	2024	29	2024-12-27 15:29:23
NA	NA	NA	NA	10	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-27	15H 29M 31S	15	27	12	2024	29	2024-12-27 15:29:31
NA	NA	NA	NA	10	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-27	15H 29M 31S	15	27	12	2024	29	2024-12-27 15:29:31
NA	NA	NA	NA	10	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-27	15H 29M 31S	15	27	12	2024	29	2024-12-27 15:29:31
23,36	92,66	99,58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 59M 23S	15	27	12	2024	59	2024-12-27 15:59:23
23,36	92,66	99,58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 59M 23S	15	27	12	2024	59	2024-12-27 15:59:23
23,36	92,66	99,58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 59M 23S	15	27	12	2024	59	2024-12-27 15:59:23
NA	NA	NA	NA	14	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	15H 59M 31S	15	27	12	2024	59	2024-12-27 15:59:31
NA	NA	NA	NA	14	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	15H 59M 31S	15	27	12	2024	59	2024-12-27 15:59:31
22,95	NA	96,13	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 59M 39S	15	27	12	2024	59	2024-12-27 15:59:39
22,95	NA	96,13	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 59M 39S	15	27	12	2024	59	2024-12-27 15:59:39
22,95	NA	96,13	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	15H 59M 39S	15	27	12	2024	59	2024-12-27 15:59:39
22,96	92,65	99,62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 29M 23S	16	27	12	2024	29	2024-12-27 16:29:23
22,96	92,65	99,62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 29M 23S	16	27	12	2024	29	2024-12-27 16:29:23
22,6	NA	96,34	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 29M 39S	16	27	12	2024	29	2024-12-27 16:29:39
22,6	NA	96,34	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 29M 39S	16	27	12	2024	29	2024-12-27 16:29:39
23,1	92,67	99,76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 59M 23S	16	27	12	2024	59	2024-12-27 16:59:23
23,1	92,67	99,76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 59M 23S	16	27	12	2024	59	2024-12-27 16:59:23
23,1	92,67	99,76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 59M 23S	16	27	12	2024	59	2024-12-27 16:59:23
22,81	NA	96,5	287	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 59M 38S	16	27	12	2024	59	2024-12-27 16:59:38
22,81	NA	96,5	287	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 59M 38S	16	27	12	2024	59	2024-12-27 16:59:38
22,81	NA	96,5	287	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	16H 59M 38S	16	27	12	2024	59	2024-12-27 16:59:38
23,16	92,67	99,78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	17H 29M 23S	17	27	12	2024	29	2024-12-27 17:29:23
23,16	92,67	99,78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	17H 29M 23S	17	27	12	2024	29	2024-12-27 17:29:23
23,16	92,67	99,78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	17H 29M 23S	17	27	12	2024	29	2024-12-27 17:29:23
NA	NA	NA	NA	25	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	17H 29M 30S	17	27	12	2024	29	2024-12-27 17:29:30
NA	NA	NA	NA	25	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	17H 29M 30S	17	27	12	2024	29	2024-12-27 17:29:30
NA	NA	NA	NA	25	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	17H 29M 30S	17	27	12	2024	29	2024-12-27 17:29:30
NA	NA	NA	NA	17	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	17H 59M 30S	17	27	12	2024	59	2024-12-27 17:59:30
NA	NA	NA	NA	17	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	17H 59M 30S	17	27	12	2024	59	2024-12-27 17:59:30
NA	NA	NA	NA	17	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	17H 59M 30S	17	27	12	2024	59	2024-12-27 17:59:30
22,82	NA	96,22	296	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	17H 59M 38S	17	27	12	2024	59	2024-12-27 17:59:38
22,82	NA	96,22	296	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	17H 59M 38S	17	27	12	2024	59	2024-12-27 17:59:38
22,82	NA	96,22	296	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	17H 59M 38S	17	27	12	2024	59	2024-12-27 17:59:38
NA	NA	NA	NA	11	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	18H 29M 30S	18	27	12	2024	29	2024-12-27 18:29:30
NA	NA	NA	NA	11	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	18H 29M 30S	18	27	12	2024	29	2024-12-27 18:29:30
NA	NA	NA	NA	11	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	18H 29M 30S	18	27	12	2024	29	2024-12-27 18:29:30
22,87	NA	96,3	289	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	18H 29M 38S	18	27	12	2024	29	2024-12-27 18:29:38
22,87	NA	96,3	289	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	18H 29M 38S	18	27	12	2024	29	2024-12-27 18:29:38
22,87	NA	96,3	289	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	18H 29M 38S	18	27	12	2024	29	2024-12-27 18:29:38
22,88	92,78	99,77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	18H 59M 22S	18	27	12	2024	59	2024-12-27 18:59:22
22,88	92,78	99,77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	18H 59M 22S	18	27	12	2024	59	2024-12-27 18:59:22
22,88	92,78	99,77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	18H 59M 22S	18	27	12	2024	59	2024-12-27 18:59:22
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	18H 59M 30S	18	27	12	2024	59	2024-12-27 18:59:30
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	18H 59M 30S	18	27	12	2024	59	2024-12-27 18:59:30
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	18H 59M 30S	18	27	12	2024	59	2024-12-27 18:59:30
22,7	92,83	99,92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	19H 29M 22S	19	27	12	2024	29	2024-12-27 19:29:22
22,7	92,83	99,92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-27	19H 29M 22S	19	27	12	2024	29	2024-12-27 19:29:22
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	19H 29M 30S	19	27	12	2024	29	2024-12-27 19:29:30
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-27	19H 29M 30S	19	27	12	2024	29	2024-12-27 19:29:30
20,44	92,64	95,55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	29M 34S	0	26	12	2024	29	NA
20,44	92,64	95,55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	29M 34S	0	26	12	2024	29	NA
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	29M 42S	0	26	12	2024	29	NA
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	29M 42S	0	26	12	2024	29	NA
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	29M 42S	0	26	12	2024	29	NA
20,01	NA	94,33	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	29M 50S	0	26	12	2024	29	NA
20,01	NA	94,33	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	29M 50S	0	26	12	2024	29	NA
20,01	NA	94,33	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	29M 50S	0	26	12	2024	29	NA
20,61	92,59	95,69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	59M 34S	0	26	12	2024	59	NA
20,61	92,59	95,69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	59M 34S	0	26	12	2024	59	NA
20,61	92,59	95,69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	59M 34S	0	26	12	2024	59	NA
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	59M 42S	0	26	12	2024	59	NA
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	59M 42S	0	26	12	2024	59	NA
20,22	NA	94,24	320	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	59M 50S	0	26	12	2024	59	NA
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	59M 42S	0	26	12	2024	59	NA
20,22	NA	94,24	320	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	59M 50S	0	26	12	2024	59	NA
20,22	NA	94,24	320	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	59M 50S	0	26	12	2024	59	NA
20,61	92,59	95,69	320	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 0M 25S	1	26	12	2024	0	2024-12-26 01:00:25
20,61	92,59	94,24	320	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 0M 25S	1	26	12	2024	0	2024-12-26 01:00:25
20,61	92,59	94,24	320	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 0M 25S	1	26	12	2024	0	2024-12-26 01:00:25
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 0M 25S	1	26	12	2024	0	2024-12-26 01:00:25
20,61	92,53	95,76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 34S	1	26	12	2024	29	2024-12-26 01:29:34
20,61	92,53	95,76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 34S	1	26	12	2024	29	2024-12-26 01:29:34
20,61	92,53	95,76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 34S	1	26	12	2024	29	2024-12-26 01:29:34
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 42S	1	26	12	2024	29	2024-12-26 01:29:42
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 42S	1	26	12	2024	29	2024-12-26 01:29:42
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 42S	1	26	12	2024	29	2024-12-26 01:29:42
20,18	NA	94,41	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 50S	1	26	12	2024	29	2024-12-26 01:29:50
20,18	NA	94,41	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 50S	1	26	12	2024	29	2024-12-26 01:29:50
20,18	NA	94,41	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 29M 50S	1	26	12	2024	29	2024-12-26 01:29:50
20,63	92,48	95,87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 34S	1	26	12	2024	59	2024-12-26 01:59:34
20,63	92,48	95,87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 34S	1	26	12	2024	59	2024-12-26 01:59:34
20,63	92,48	95,87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 34S	1	26	12	2024	59	2024-12-26 01:59:34
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 42S	1	26	12	2024	59	2024-12-26 01:59:42
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 42S	1	26	12	2024	59	2024-12-26 01:59:42
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 42S	1	26	12	2024	59	2024-12-26 01:59:42
20,29	NA	94,33	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 49S	1	26	12	2024	59	2024-12-26 01:59:49
20,29	NA	94,33	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 49S	1	26	12	2024	59	2024-12-26 01:59:49
20,29	NA	94,33	331	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	1H 59M 49S	1	26	12	2024	59	2024-12-26 01:59:49
20,59	92,48	96,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 34S	2	26	12	2024	29	2024-12-26 02:29:34
20,59	92,48	96,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 34S	2	26	12	2024	29	2024-12-26 02:29:34
20,59	92,48	96,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 34S	2	26	12	2024	29	2024-12-26 02:29:34
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 41S	2	26	12	2024	29	2024-12-26 02:29:41
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 41S	2	26	12	2024	29	2024-12-26 02:29:41
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 41S	2	26	12	2024	29	2024-12-26 02:29:41
20,29	NA	94,46	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 49S	2	26	12	2024	29	2024-12-26 02:29:49
20,29	NA	94,46	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 49S	2	26	12	2024	29	2024-12-26 02:29:49
20,29	NA	94,46	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 29M 49S	2	26	12	2024	29	2024-12-26 02:29:49
20,57	92,48	96,08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 34S	2	26	12	2024	59	2024-12-26 02:59:34
20,57	92,48	96,08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 34S	2	26	12	2024	59	2024-12-26 02:59:34
20,57	92,48	96,08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 34S	2	26	12	2024	59	2024-12-26 02:59:34
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 41S	2	26	12	2024	59	2024-12-26 02:59:41
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 41S	2	26	12	2024	59	2024-12-26 02:59:41
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 41S	2	26	12	2024	59	2024-12-26 02:59:41
20,22	NA	94,59	336	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 49S	2	26	12	2024	59	2024-12-26 02:59:49
20,22	NA	94,59	336	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 49S	2	26	12	2024	59	2024-12-26 02:59:49
20,22	NA	94,59	336	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	2H 59M 49S	2	26	12	2024	59	2024-12-26 02:59:49
20,55	92,44	96,14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	3H 29M 34S	3	26	12	2024	29	2024-12-26 03:29:34
20,55	92,44	96,14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	3H 29M 34S	3	26	12	2024	29	2024-12-26 03:29:34
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	3H 29M 41S	3	26	12	2024	29	2024-12-26 03:29:41
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	3H 29M 41S	3	26	12	2024	29	2024-12-26 03:29:41
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	3H 29M 41S	3	26	12	2024	29	2024-12-26 03:29:41
20,21	NA	94,61	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	3H 29M 49S	3	26	12	2024	29	2024-12-26 03:29:49
20,21	NA	94,61	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	3H 29M 49S	3	26	12	2024	29	2024-12-26 03:29:49
20,21	NA	94,61	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	3H 29M 49S	3	26	12	2024	29	2024-12-26 03:29:49
20,62	92,43	96,23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	3H 59M 33S	3	26	12	2024	59	2024-12-26 03:59:33
